timestamp,nose_y,nose_z,shoulder_y,shoulder_z,dY,dZ,status,hp
1773440833.7,0.397,-0.512,0.679,-0.182,0.282,-0.33,1,41
1773440834.7,0.397,-0.669,0.678,-0.219,0.281,-0.449,1,26
1773440835.7,0.383,-0.855,0.674,-0.213,0.291,-0.641,1,10
1773440836.7,0.387,-0.918,0.677,-0.214,0.29,-0.704,1,0
1773440837.8,0.392,-0.7,0.681,-0.23,0.289,-0.47,1,0
1773440838.8,0.383,-0.719,0.677,-0.253,0.295,-0.466,1,0
1773440839.8,0.362,-0.887,0.676,-0.245,0.314,-0.642,0,3
1773440840.8,0.38,-0.804,0.61,-0.114,0.23,-0.69,1,0
1773440841.8,0.412,-0.767,0.606,-0.138,0.194,-0.629,2,0
1773440842.8,0.395,-0.833,0.62,-0.15,0.225,-0.682,1,0
1773440843.9,0.392,-0.923,0.619,-0.192,0.227,-0.731,1,0
1773440844.9,0.395,-0.873,0.617,-0.189,0.221,-0.684,1,0
1773440845.9,0.42,-1.031,0.61,-0.292,0.191,-0.739,1,0
1773440847.0,0.422,-1.025,0.614,-0.308,0.192,-0.717,1,0
1773440848.0,0.405,-0.881,0.611,-0.175,0.205,-0.706,1,0
1773440849.0,0.403,-0.889,0.612,-0.192,0.209,-0.696,1,0
1773440850.0,0.398,-0.9,0.612,-0.171,0.214,-0.729,1,0
1773440851.0,0.395,-0.883,0.61,-0.176,0.215,-0.708,1,0
1773440852.0,0.4,-0.878,0.609,-0.159,0.209,-0.719,1,0
1773440853.1,0.409,-0.866,0.611,-0.155,0.203,-0.711,1,0
1773440854.1,0.409,-0.856,0.612,-0.149,0.202,-0.706,1,0
1773440855.1,0.409,-0.885,0.612,-0.158,0.203,-0.726,1,0
1773440856.1,0.413,-0.986,0.613,-0.23,0.201,-0.756,1,0
1773440857.2,0.408,-0.881,0.612,-0.161,0.204,-0.72,1,0
1773440858.2,0.407,-0.89,0.611,-0.162,0.203,-0.728,1,0
1773440859.2,0.394,-0.764,0.602,-0.165,0.208,-0.599,2,0
1773440860.2,0.405,-0.834,0.607,-0.141,0.202,-0.693,1,0
1773440861.3,0.423,-0.972,0.612,-0.245,0.189,-0.727,1,0
1773440862.3,0.419,-0.869,0.614,-0.159,0.194,-0.71,1,0
1773440863.3,0.411,-0.896,0.613,-0.184,0.201,-0.712,1,0
1773440864.3,0.408,-0.871,0.614,-0.15,0.206,-0.72,1,0
1773440865.3,0.408,-0.885,0.615,-0.157,0.207,-0.729,1,0
1773440866.3,0.407,-0.766,0.604,-0.161,0.196,-0.605,2,0
1773440867.4,0.405,-0.767,0.609,-0.144,0.205,-0.623,2,0
1773440868.4,0.403,-0.841,0.616,-0.137,0.212,-0.704,1,0
1773440869.5,0.404,-0.847,0.615,-0.143,0.211,-0.704,1,0
1773440870.5,0.403,-0.826,0.613,-0.137,0.21,-0.689,1,0
1773440871.5,0.403,-0.844,0.613,-0.147,0.21,-0.697,1,0
1773440872.5,0.402,-0.866,0.613,-0.157,0.211,-0.708,1,0
1773440873.5,0.4,-0.86,0.613,-0.149,0.213,-0.711,1,0
1773440874.6,0.4,-0.864,0.615,-0.151,0.215,-0.714,1,0
1773440875.6,0.401,-0.86,0.615,-0.151,0.214,-0.709,1,0
1773440876.6,0.4,-0.85,0.611,-0.143,0.211,-0.707,1,0
1773440877.6,0.399,-0.858,0.611,-0.149,0.211,-0.709,1,0
1773440878.7,0.398,-0.866,0.611,-0.151,0.213,-0.715,1,0
1773440879.7,0.398,-0.845,0.611,-0.152,0.214,-0.693,1,0
1773440880.7,0.4,-0.899,0.612,-0.187,0.212,-0.712,1,0
1773440881.7,0.402,-0.858,0.614,-0.159,0.212,-0.699,1,0
1773440882.7,0.369,-0.795,0.61,-0.103,0.241,-0.692,1,0
1773440883.7,0.391,-0.789,0.614,-0.114,0.222,-0.674,1,0
1773440885.0,0.394,-0.818,0.616,-0.124,0.222,-0.695,1,0
1773440886.1,0.396,-0.614,0.61,-0.123,0.214,-0.491,2,0
1773440887.1,0.381,-0.661,0.657,-0.256,0.277,-0.405,1,0
1773440888.1,0.397,-0.545,0.654,-0.174,0.257,-0.37,1,0
1773440889.1,0.399,-0.647,0.65,-0.23,0.251,-0.417,1,0
1773440890.1,0.394,-0.611,0.656,-0.193,0.262,-0.418,1,0
1773440891.1,0.401,-0.666,0.658,-0.199,0.257,-0.467,1,0
1773440892.2,0.401,-0.693,0.66,-0.206,0.259,-0.487,1,0
1773440893.2,0.394,-0.644,0.664,-0.168,0.27,-0.476,1,0
1773440894.2,0.392,-0.629,0.664,-0.176,0.272,-0.453,1,0
1773440895.2,0.392,-0.601,0.664,-0.164,0.272,-0.437,1,0
1773440896.3,0.394,-0.562,0.664,-0.142,0.269,-0.42,1,0
1773440897.3,0.395,-0.549,0.664,-0.14,0.269,-0.409,1,0
1773440898.3,0.394,-0.587,0.661,-0.157,0.266,-0.43,1,0
1773440899.4,0.404,-0.632,0.661,-0.195,0.257,-0.437,1,0
1773440900.4,0.403,-0.604,0.664,-0.185,0.26,-0.419,1,0
1773440901.4,0.404,-0.645,0.67,-0.144,0.266,-0.502,1,0
1773440902.4,0.403,-0.661,0.669,-0.165,0.265,-0.497,1,0
1773440903.4,0.403,-0.683,0.668,-0.176,0.265,-0.507,1,0
1773440904.5,0.412,-0.578,0.667,-0.142,0.255,-0.436,1,0
1773440905.5,0.407,-0.563,0.666,-0.135,0.259,-0.428,1,0
1773440906.5,0.404,-0.666,0.667,-0.194,0.263,-0.473,1,0
1773440907.5,0.402,-0.612,0.668,-0.191,0.266,-0.421,1,0
1773440908.5,0.395,-0.581,0.666,-0.163,0.271,-0.418,1,0
1773440909.6,0.41,-0.597,0.669,-0.143,0.26,-0.453,1,0
1773440910.6,0.404,-0.611,0.666,-0.147,0.261,-0.464,1,0
1773440911.6,0.399,-0.62,0.662,-0.168,0.264,-0.452,1,0
1773440912.6,0.395,-0.611,0.663,-0.165,0.267,-0.446,1,0
1773440913.6,0.395,-0.614,0.666,-0.178,0.272,-0.436,1,0
1773440914.7,0.395,-0.656,0.664,-0.204,0.269,-0.451,1,0
1773440915.7,0.409,-0.64,0.666,-0.2,0.257,-0.44,1,0
1773440916.7,0.413,-0.545,0.667,-0.156,0.254,-0.389,1,0
1773440917.7,0.412,-0.59,0.664,-0.173,0.252,-0.417,1,0
1773440918.7,0.398,-0.374,0.688,-0.136,0.29,-0.239,1,0
1773440919.7,0.368,-0.366,0.695,-0.146,0.327,-0.221,0,3
1773440920.8,0.364,-0.337,0.692,-0.122,0.328,-0.215,0,8
1773440921.8,0.364,-0.356,0.694,-0.123,0.33,-0.233,0,13
1773440922.8,0.369,-0.389,0.698,-0.148,0.328,-0.241,0,18
1773440923.8,0.356,-0.515,0.701,-0.18,0.345,-0.335,0,23
1773440924.9,0.367,-0.64,0.694,-0.184,0.327,-0.455,0,28
1773440925.9,0.388,-0.464,0.68,-0.126,0.292,-0.338,1,18
1773440926.9,0.4,-0.556,0.683,-0.157,0.283,-0.399,1,3
1773440927.9,0.4,-0.473,0.683,-0.142,0.283,-0.331,1,0
1773440928.9,0.402,-0.492,0.679,-0.138,0.277,-0.354,1,0
1773440930.2,0.4,-0.582,0.682,-0.2,0.282,-0.382,1,0
1773440931.2,0.388,-0.67,0.685,-0.216,0.296,-0.454,1,0
1773440932.2,0.406,-0.532,0.681,-0.156,0.275,-0.376,1,0
1773440933.2,0.386,-0.636,0.686,-0.201,0.3,-0.435,1,0
1773440934.3,0.382,-0.54,0.685,-0.167,0.304,-0.373,0,1
1773440935.3,0.354,-0.914,0.677,-0.262,0.323,-0.653,1,0
1773440936.3,0.393,-0.63,0.661,-0.198,0.268,-0.432,1,0
1773440937.3,0.397,-0.655,0.668,-0.183,0.271,-0.472,1,0
1773440938.3,0.396,-0.867,0.667,-0.23,0.271,-0.637,1,0
1773440939.3,0.392,-0.802,0.67,-0.216,0.278,-0.586,1,0
1773440940.4,0.392,-0.713,0.671,-0.196,0.279,-0.518,1,0
1773440941.4,0.389,-0.799,0.672,-0.208,0.283,-0.591,1,0
1773440942.4,0.392,-0.785,0.672,-0.203,0.28,-0.583,1,0
1773440943.4,0.394,-0.828,0.671,-0.215,0.277,-0.613,1,0
1773440944.4,0.39,-0.743,0.676,-0.189,0.285,-0.554,1,0
1773440945.5,0.388,-0.779,0.677,-0.217,0.289,-0.562,1,0
1773440946.5,0.408,-0.933,0.669,-0.171,0.261,-0.762,1,0
1773440947.5,0.436,-0.833,0.682,-0.137,0.245,-0.696,1,0
1773440948.5,0.447,-0.967,0.697,-0.208,0.25,-0.759,1,0
1773440949.5,0.452,-0.962,0.7,-0.243,0.248,-0.719,1,0
1773440950.6,0.453,-0.983,0.701,-0.245,0.247,-0.738,1,0
1773440951.6,0.45,-0.965,0.7,-0.257,0.25,-0.709,1,0
1773440952.6,0.45,-0.978,0.697,-0.254,0.247,-0.724,1,0
1773440953.7,0.445,-0.937,0.696,-0.222,0.251,-0.715,1,0
1773440954.7,0.447,-0.863,0.695,-0.208,0.248,-0.655,1,0
1773440955.7,0.446,-0.93,0.692,-0.235,0.246,-0.696,1,0
1773440956.7,0.446,-0.985,0.7,-0.27,0.254,-0.715,1,0
1773440957.7,0.445,-0.899,0.702,-0.22,0.257,-0.679,1,0
1773440958.8,0.449,-1.06,0.698,-0.294,0.249,-0.767,1,0
1773440959.9,0.448,-0.995,0.701,-0.26,0.253,-0.735,1,0
1773440960.9,0.443,-0.945,0.703,-0.235,0.26,-0.711,1,0
1773440961.9,0.442,-1.048,0.7,-0.311,0.258,-0.737,1,0
1773440963.0,0.441,-1.185,0.701,-0.382,0.26,-0.803,1,0
1773440964.0,0.439,-1.088,0.699,-0.325,0.26,-0.763,1,0
1773440965.0,0.426,-0.862,0.694,-0.223,0.268,-0.639,1,0
1773440966.0,0.428,-0.757,0.698,-0.117,0.27,-0.64,1,0
1773440967.0,0.438,-0.708,0.697,-0.102,0.258,-0.606,1,0
1773440968.0,0.439,-0.746,0.693,-0.147,0.254,-0.599,1,0
1773440969.0,0.443,-0.946,0.695,-0.233,0.253,-0.713,1,0
1773440970.1,0.428,-0.926,0.71,-0.208,0.282,-0.718,1,0
1773440971.1,0.421,-0.853,0.713,-0.195,0.292,-0.658,1,0
1773440972.1,0.425,-0.851,0.711,-0.187,0.286,-0.664,1,0
1773440973.1,0.43,-0.974,0.712,-0.236,0.282,-0.738,1,0
1773440974.1,0.428,-0.887,0.716,-0.187,0.288,-0.7,1,0
1773440975.4,0.426,-0.833,0.713,-0.162,0.287,-0.671,1,0
1773440976.4,0.44,-0.795,0.699,-0.153,0.259,-0.641,1,0
1773440977.4,0.44,-0.982,0.702,-0.26,0.263,-0.722,1,0
1773440978.5,0.438,-0.972,0.699,-0.276,0.261,-0.696,1,0
1773440979.5,0.43,-1.093,0.69,-0.275,0.261,-0.817,1,0
1773440980.5,0.432,-1.196,0.704,-0.346,0.272,-0.85,1,0
1773440981.6,0.431,-1.111,0.705,-0.299,0.274,-0.812,1,0
1773440982.6,0.432,-0.999,0.699,-0.236,0.266,-0.763,1,0
1773440983.6,0.428,-0.662,0.685,-0.121,0.257,-0.541,1,0
1773440984.6,0.394,-0.659,0.705,-0.213,0.311,-0.446,0,1
1773440985.6,0.398,-0.442,0.714,-0.199,0.316,-0.243,0,5
1773440986.7,0.422,-0.429,0.71,-0.17,0.288,-0.26,1,0
1773440987.7,0.425,-0.355,0.712,-0.133,0.287,-0.222,1,0
1773440988.7,0.424,-0.376,0.712,-0.149,0.288,-0.227,1,0
1773440989.7,0.423,-0.362,0.713,-0.138,0.29,-0.224,1,0
1773440990.8,0.42,-0.375,0.712,-0.149,0.292,-0.226,1,0
1773440991.8,0.42,-0.365,0.71,-0.155,0.29,-0.21,1,0
1773440992.8,0.42,-0.368,0.711,-0.155,0.291,-0.213,1,0
1773440993.8,0.423,-0.4,0.712,-0.15,0.288,-0.25,1,0
1773440994.9,0.425,-0.45,0.713,-0.189,0.287,-0.261,1,0
1773440995.9,0.426,-0.366,0.714,-0.143,0.288,-0.224,1,0
1773440997.0,0.425,-0.362,0.714,-0.148,0.289,-0.214,1,0
1773440998.0,0.425,-0.378,0.713,-0.158,0.288,-0.22,1,0
1773440999.0,0.424,-0.352,0.713,-0.132,0.288,-0.22,1,0
1773441000.0,0.424,-0.359,0.712,-0.139,0.288,-0.22,1,0
1773441001.1,0.426,-0.457,0.712,-0.187,0.286,-0.27,1,0
1773441002.1,0.427,-0.359,0.713,-0.143,0.286,-0.216,1,0
1773441003.1,0.422,-0.355,0.713,-0.137,0.291,-0.218,1,0
1773441004.1,0.419,-0.428,0.713,-0.171,0.294,-0.257,1,0
1773441005.4,0.422,-0.371,0.714,-0.146,0.292,-0.225,1,0
1773441006.4,0.42,-0.377,0.715,-0.158,0.294,-0.219,1,0
1773441007.4,0.412,-0.529,0.717,-0.194,0.304,-0.335,0,0
1773441008.5,0.423,-0.377,0.718,-0.142,0.295,-0.235,1,0
1773441009.5,0.421,-0.379,0.716,-0.143,0.295,-0.236,1,0
1773441010.5,0.422,-0.384,0.714,-0.162,0.292,-0.222,1,0
1773441011.5,0.421,-0.346,0.716,-0.125,0.294,-0.222,1,0
1773441012.5,0.424,-0.367,0.716,-0.132,0.292,-0.235,1,0
1773441013.5,0.418,-0.353,0.71,-0.151,0.292,-0.202,1,0
1773441014.6,0.421,-0.324,0.713,-0.119,0.292,-0.205,1,0
1773441015.9,0.416,-0.323,0.711,-0.112,0.294,-0.211,1,0
1773441016.9,0.432,-0.334,0.708,-0.136,0.276,-0.199,1,0
1773441017.9,0.418,-0.36,0.713,-0.139,0.295,-0.221,1,0
1773441019.0,0.415,-0.346,0.714,-0.124,0.298,-0.222,1,0
1773441020.0,0.417,-0.353,0.712,-0.134,0.295,-0.219,1,0
1773441021.0,0.419,-0.331,0.712,-0.116,0.294,-0.215,1,0
1773441022.1,0.418,-0.352,0.715,-0.135,0.297,-0.218,1,0
1773441023.1,0.423,-0.375,0.715,-0.158,0.292,-0.217,1,0
1773441082.4,0.29,-0.587,0.643,-0.253,0.353,-0.334,0,100
1773441083.4,0.291,-0.606,0.636,-0.234,0.345,-0.372,0,100
1773441084.4,0.311,-0.525,0.618,-0.207,0.307,-0.319,1,85
1773441085.4,0.314,-0.415,0.614,-0.136,0.3,-0.279,1,70
1773441086.5,0.316,-0.425,0.616,-0.137,0.3,-0.288,1,54
1773441087.5,0.312,-0.429,0.614,-0.154,0.301,-0.275,1,39
1773441088.5,0.291,-0.574,0.663,-0.228,0.371,-0.345,0,36
1773441089.5,0.272,-0.523,0.644,-0.173,0.372,-0.35,0,41
1773441090.6,0.287,-0.757,0.567,-0.213,0.28,-0.544,1,27
1773441091.6,0.294,-0.386,0.563,-0.081,0.269,-0.306,1,12
1773441092.6,0.282,-0.45,0.559,-0.057,0.276,-0.393,1,0
1773441093.6,0.313,-0.808,0.575,-0.246,0.262,-0.562,1,0
1773441094.6,0.347,-0.674,0.584,-0.209,0.237,-0.465,1,0
1773441095.6,0.341,-0.723,0.575,-0.206,0.233,-0.517,1,0
1773441096.7,0.335,-0.744,0.575,-0.219,0.239,-0.525,1,0
1773441097.7,0.296,-0.69,0.578,-0.188,0.282,-0.503,1,0
1773441098.7,0.299,-0.613,0.565,-0.147,0.265,-0.466,1,0
1773441099.7,0.29,-0.418,0.558,-0.05,0.268,-0.368,1,0
1773441100.7,0.319,-0.477,0.56,-0.1,0.241,-0.377,1,0
1773441101.7,0.302,-0.48,0.563,-0.105,0.261,-0.375,1,0
1773441102.8,0.264,-0.557,0.589,-0.105,0.325,-0.452,1,0
1773441103.8,0.297,-0.445,0.646,-0.194,0.348,-0.251,0,1
1773441104.8,0.349,-0.435,0.633,-0.018,0.284,-0.417,1,0
1773441105.8,0.424,-0.434,0.598,-0.046,0.174,-0.388,1,0
1773441106.8,0.452,-0.437,0.6,-0.054,0.148,-0.383,1,0
1773441107.8,0.482,-0.387,0.613,-0.012,0.131,-0.376,1,4
1773441108.8,0.48,-0.397,0.623,-0.029,0.144,-0.368,4,7
1773441109.9,0.48,-0.399,0.63,-0.018,0.149,-0.381,1,8
1773441110.9,0.479,-0.345,0.641,0.029,0.163,-0.373,4,3
1773441111.9,0.476,-0.341,0.619,0.016,0.143,-0.357,4,8
1773441112.9,0.356,-0.481,0.607,-0.072,0.251,-0.409,1,0
1773441113.9,0.36,-0.667,0.627,-0.244,0.267,-0.422,1,0
1773441114.9,0.366,-0.655,0.648,-0.188,0.282,-0.467,1,0
1773441115.9,0.314,-0.611,0.619,-0.153,0.305,-0.459,1,0
1773441116.9,0.304,-0.47,0.609,-0.104,0.306,-0.366,1,0
1773441118.0,0.3,-0.699,0.627,-0.228,0.327,-0.47,1,0
1773441119.0,0.3,-0.439,0.637,-0.145,0.337,-0.294,0,4
1773441120.0,0.301,-0.554,0.637,-0.195,0.335,-0.359,0,9
1773441121.0,0.301,-0.585,0.638,-0.219,0.337,-0.366,0,0
1773441122.0,0.3,-0.561,0.647,-0.226,0.347,-0.335,0,0
1773441123.0,0.299,-0.57,0.65,-0.225,0.351,-0.344,0,5
1773441124.7,0.296,-0.695,0.65,-0.28,0.354,-0.414,0,100
1773441125.7,0.297,-0.742,0.64,-0.229,0.343,-0.513,1,96
1773441126.7,0.295,-0.717,0.639,-0.282,0.344,-0.435,0,100
1773441127.7,0.293,-0.682,0.642,-0.303,0.348,-0.378,0,100
1773441128.8,0.293,-0.699,0.622,-0.151,0.329,-0.548,1,97
1773441129.8,0.316,-0.483,0.56,-0.072,0.244,-0.411,2,82
1773441130.8,0.286,-0.563,0.627,-0.199,0.341,-0.364,0,74
1773441131.8,0.285,-0.514,0.622,-0.184,0.336,-0.33,0,80
1773441132.9,0.285,-0.517,0.62,-0.188,0.335,-0.329,0,85
1773441133.9,0.288,-0.565,0.621,-0.116,0.333,-0.449,0,90
1773441134.9,0.402,-0.784,0.617,-0.299,0.215,-0.485,1,75
1773441135.9,0.362,-0.646,0.637,-0.272,0.275,-0.374,1,59
1773441136.9,0.369,-0.699,0.652,-0.287,0.283,-0.413,1,44
1773441137.9,0.316,-0.863,0.642,-0.259,0.327,-0.604,1,29
1773441139.0,0.382,-0.586,0.64,-0.169,0.258,-0.416,2,14
1773441140.0,0.274,-0.647,0.634,-0.197,0.361,-0.45,0,0
1773441141.0,0.272,-0.557,0.63,-0.202,0.358,-0.354,0,3
1773441142.0,0.274,-0.528,0.636,-0.199,0.362,-0.328,0,1
1773441143.0,0.269,-0.547,0.643,-0.215,0.373,-0.332,0,6
1773441144.1,0.275,-0.461,0.648,-0.191,0.373,-0.269,0,11
1773441145.1,0.309,-0.473,0.663,-0.182,0.355,-0.291,0,16
1773441146.1,0.301,-0.499,0.669,-0.177,0.368,-0.323,0,21
1773441147.1,0.305,-0.525,0.669,-0.227,0.364,-0.298,0,26
1773441148.1,0.316,-0.505,0.672,-0.179,0.355,-0.326,0,32
1773441149.1,0.309,-0.494,0.671,-0.168,0.363,-0.326,0,37
1773441150.1,0.304,-0.493,0.67,-0.197,0.366,-0.296,0,42
1773441151.2,0.31,-0.466,0.666,-0.173,0.356,-0.292,0,47
1773441152.2,0.328,-0.49,0.668,-0.2,0.34,-0.29,0,52
1773441153.2,0.328,-0.464,0.673,-0.17,0.345,-0.295,0,57
1773441154.2,0.333,-0.474,0.672,-0.207,0.339,-0.267,0,62
1773441155.3,0.33,-0.491,0.675,-0.193,0.344,-0.298,0,67
1773441156.3,0.336,-0.445,0.671,-0.182,0.335,-0.263,0,73
1773441157.3,0.327,-0.504,0.67,-0.225,0.343,-0.279,0,78
1773441158.4,0.329,-0.522,0.669,-0.249,0.34,-0.272,0,83
1773441159.4,0.33,-0.517,0.674,-0.212,0.343,-0.306,0,88
1773441160.4,0.332,-0.497,0.677,-0.195,0.344,-0.301,0,93
1773441161.4,0.344,-0.479,0.661,-0.16,0.317,-0.32,1,93
1773441162.5,0.337,-0.477,0.651,-0.161,0.313,-0.315,1,78
1773441163.5,0.353,-0.485,0.656,-0.179,0.303,-0.307,1,62
1773441164.5,0.349,-0.497,0.649,-0.166,0.3,-0.332,1,47
1773441165.5,0.332,-0.767,0.655,-0.208,0.323,-0.56,1,32
1773441166.5,0.344,-0.587,0.656,-0.2,0.312,-0.387,1,17
1773441167.6,0.34,-0.448,0.665,-0.171,0.325,-0.277,1,1
1773441168.6,0.352,-0.487,0.656,-0.179,0.304,-0.309,1,0
1773441169.6,0.352,-0.483,0.651,-0.166,0.299,-0.317,1,0
1773441170.6,0.354,-0.55,0.662,-0.199,0.308,-0.35,1,0
1773441171.6,0.363,-0.478,0.66,-0.191,0.297,-0.287,1,0
1773441172.6,0.362,-0.421,0.652,-0.158,0.291,-0.263,1,0
1773441173.7,0.356,-0.381,0.654,-0.147,0.298,-0.233,1,0
1773441174.7,0.361,-0.437,0.663,-0.187,0.303,-0.25,1,0
1773441175.7,0.364,-0.5,0.665,-0.2,0.301,-0.301,1,0
1773441176.7,0.363,-0.498,0.665,-0.198,0.302,-0.301,1,0
1773441177.7,0.361,-0.6,0.669,-0.199,0.308,-0.401,1,0
1773441178.7,0.359,-0.628,0.669,-0.196,0.311,-0.431,1,0
1773441179.7,0.369,-0.555,0.667,-0.204,0.298,-0.351,1,0
1773441180.8,0.366,-0.502,0.667,-0.205,0.302,-0.298,1,0
1773441181.8,0.372,-0.514,0.666,-0.211,0.294,-0.303,1,0
1773441182.8,0.368,-0.49,0.661,-0.208,0.293,-0.282,1,0
1773441183.8,0.364,-0.57,0.663,-0.212,0.299,-0.358,1,0
1773441184.8,0.362,-0.567,0.668,-0.214,0.306,-0.353,1,0
1773441185.9,0.365,-0.504,0.659,-0.174,0.294,-0.329,1,0
1773441186.9,0.364,-0.514,0.66,-0.203,0.296,-0.311,1,0
1773441187.9,0.367,-0.569,0.665,-0.211,0.298,-0.359,1,0
1773441188.9,0.366,-0.579,0.662,-0.174,0.295,-0.404,1,0
1773441189.9,0.322,-1.187,0.656,-0.29,0.334,-0.897,1,0
1773441191.0,0.404,-1.357,0.696,-0.417,0.292,-0.94,1,0
1773441192.0,0.417,-1.596,0.7,-0.525,0.283,-1.07,1,0
1773441193.0,0.415,-1.466,0.698,-0.459,0.283,-1.007,1,0
1773441194.0,0.401,-1.444,0.699,-0.475,0.299,-0.969,1,0
1773441195.0,0.403,-1.441,0.696,-0.473,0.293,-0.969,1,0
1773441196.1,0.408,-1.438,0.702,-0.453,0.294,-0.985,1,0
1773441197.1,0.412,-1.526,0.708,-0.513,0.297,-1.013,1,0
1773441198.1,0.408,-1.461,0.703,-0.437,0.295,-1.024,1,0
1773441199.1,0.41,-1.422,0.702,-0.408,0.292,-1.014,1,0
1773441200.1,0.415,-1.467,0.702,-0.45,0.287,-1.016,1,0
1773441201.2,0.418,-1.533,0.706,-0.484,0.288,-1.049,1,0
1773441202.2,0.416,-1.402,0.706,-0.409,0.29,-0.993,1,0
1773441203.4,0.413,-1.492,0.707,-0.44,0.294,-1.052,1,0
1773441204.4,0.349,-1.079,0.703,-0.537,0.355,-0.542,1,0
1773441205.4,0.316,-0.589,0.647,-0.065,0.33,-0.524,1,0
1773441206.4,0.325,-0.505,0.669,-0.148,0.344,-0.357,0,3
1773441207.5,0.351,-0.446,0.685,-0.156,0.334,-0.29,0,8
1773441208.5,0.349,-0.574,0.684,-0.193,0.335,-0.381,0,11
1773441209.5,0.348,-0.538,0.687,-0.187,0.338,-0.351,0,14
1773441210.6,0.356,-0.431,0.685,-0.17,0.328,-0.261,0,19
1773441211.6,0.353,-0.418,0.684,-0.153,0.33,-0.264,0,23
1773441212.6,0.36,-0.45,0.681,-0.169,0.322,-0.281,1,16
1773607388.9,0.396,-0.534,0.602,-0.152,0.206,-0.381,0,100
1773607389.9,0.396,-0.606,0.605,-0.116,0.208,-0.49,0,100
1773607390.9,0.4,-0.448,0.606,0.008,0.207,-0.456,0,98
1773607392.0,0.409,-0.453,0.592,-0.054,0.183,-0.399,0,100
1773607393.0,0.416,-0.53,0.597,-0.101,0.18,-0.429,1,89
1773607394.0,0.414,-0.467,0.598,-0.075,0.185,-0.393,0,89
1773607395.1,0.408,-0.477,0.597,-0.077,0.19,-0.4,0,94
1773607396.1,0.425,-0.429,0.603,-0.071,0.177,-0.357,1,89
1773607397.1,0.428,-0.397,0.604,-0.058,0.176,-0.339,1,74
1773607398.1,0.427,-0.392,0.604,-0.048,0.177,-0.344,1,59
1773607399.1,0.427,-0.387,0.604,-0.051,0.177,-0.336,1,43
1773607400.1,0.336,-0.485,0.571,-0.186,0.235,-0.299,0,42
1773607401.2,0.316,-0.71,0.607,-0.216,0.291,-0.493,0,46
1773607402.2,0.349,-0.877,0.632,-0.268,0.284,-0.609,1,31
1773607403.3,0.396,-1.009,0.636,-0.303,0.24,-0.705,1,15
1773607404.3,0.457,-0.956,0.664,-0.308,0.207,-0.648,1,0
1773607405.3,0.451,-0.958,0.667,-0.297,0.216,-0.662,1,0
1773607406.3,0.375,-0.797,0.613,-0.297,0.238,-0.5,1,0
1773607407.3,0.446,-1.671,0.628,-0.911,0.182,-0.76,1,0
1773607408.4,0.456,-1.66,0.636,-0.846,0.181,-0.813,1,0
1773607409.4,0.382,-1.406,0.604,-0.701,0.222,-0.705,1,0
1773607410.4,0.392,-1.543,0.606,-0.743,0.215,-0.8,1,0
1773607411.4,0.401,-1.4,0.617,-0.653,0.215,-0.747,1,0
1773607412.4,0.357,-1.501,0.592,-0.735,0.234,-0.767,1,0
1773607413.5,0.372,-1.366,0.594,-0.627,0.223,-0.739,1,0
1773607414.6,0.387,-1.423,0.591,-0.688,0.203,-0.734,1,0
1773607415.6,0.391,-1.22,0.597,-0.548,0.206,-0.673,1,0
1773607416.6,0.347,-1.177,0.608,-0.512,0.261,-0.665,1,0
1773607417.6,0.366,-1.199,0.607,-0.532,0.24,-0.667,1,0
1773607418.7,0.384,-1.348,0.607,-0.613,0.223,-0.735,1,0
1773607419.7,0.423,-1.484,0.616,-0.733,0.193,-0.751,1,0
1773607420.7,0.38,-1.604,0.614,-0.77,0.234,-0.833,1,0
1773607421.7,0.376,-1.602,0.616,-0.789,0.241,-0.813,1,0
1773607422.8,0.41,-1.31,0.636,-0.627,0.226,-0.684,1,0
1773607423.8,0.408,-1.437,0.636,-0.678,0.228,-0.759,1,0
1773607424.9,0.431,-1.57,0.632,-0.803,0.201,-0.767,1,0
1773607425.9,0.428,-1.664,0.633,-0.846,0.205,-0.818,1,0
1773607427.0,0.427,-1.658,0.645,-0.832,0.218,-0.826,1,0
1773607428.0,0.521,-1.332,0.692,-0.531,0.17,-0.801,1,0
1773607429.0,0.532,-1.146,0.682,-0.537,0.15,-0.609,1,0
1773607430.1,0.215,-0.973,0.525,-0.283,0.31,-0.69,1,0
1773607431.1,0.319,-1.151,0.583,-0.376,0.264,-0.775,1,0
1773607432.2,0.164,-0.913,0.493,-0.375,0.329,-0.538,1,0
1773607433.2,0.18,-1.064,0.506,-0.392,0.325,-0.672,1,0
1773607434.2,0.19,-1.41,0.527,-0.492,0.337,-0.919,1,0
1773607435.3,0.439,-1.596,0.653,-0.711,0.214,-0.884,1,0
1773607436.3,0.317,-0.936,0.606,-0.317,0.289,-0.619,1,0
1773607437.3,0.308,-0.977,0.617,-0.355,0.309,-0.622,1,0
1773607438.4,0.263,-1.069,0.595,-0.416,0.332,-0.653,1,0
1773607439.4,0.302,-1.032,0.603,-0.346,0.301,-0.686,1,0
1773607440.5,0.361,-1.115,0.603,-0.424,0.242,-0.69,1,0
1773607441.5,0.405,-1.024,0.614,-0.355,0.209,-0.669,1,0
1773607442.5,0.401,-1.267,0.623,-0.548,0.222,-0.72,1,0
1773607443.5,0.349,-1.343,0.597,-0.498,0.247,-0.845,1,0
