timestamp,nose_y,nose_z,shoulder_y,shoulder_z,dY,dZ,status,hp
1773440403.0,0.386,-0.382,0.67,-0.132,0.284,-0.25,0,100
1773440404.0,0.387,-0.414,0.674,-0.126,0.287,-0.288,0,100
1773440405.0,0.385,-0.356,0.67,-0.13,0.285,-0.225,0,100
1773440406.0,0.418,-0.733,0.714,-0.168,0.296,-0.566,0,100
1773440407.1,0.429,-0.731,0.732,-0.175,0.303,-0.556,0,100
1773440408.2,0.459,-0.814,0.736,-0.126,0.277,-0.687,0,100
1773440409.2,0.452,-0.914,0.747,-0.199,0.295,-0.716,0,100
1773440410.2,0.449,-0.897,0.753,-0.204,0.304,-0.693,0,100
1773440411.2,0.46,-0.527,0.749,-0.124,0.289,-0.403,0,100
1773440413.9,0.451,-0.559,0.749,-0.133,0.298,-0.426,0,100
1773440415.0,0.451,-0.753,0.75,-0.211,0.298,-0.542,0,100
1773440416.0,0.478,-0.769,0.752,-0.148,0.274,-0.621,0,100
1773440417.0,0.479,-0.708,0.744,-0.144,0.265,-0.564,0,100
1773440418.0,0.485,-0.52,0.756,-0.057,0.271,-0.463,0,100
1773440419.1,0.47,-0.656,0.755,-0.127,0.285,-0.529,0,100
1773440420.1,0.451,-0.735,0.761,-0.184,0.309,-0.551,0,100
1773440421.1,0.434,-0.676,0.763,-0.204,0.329,-0.472,0,100
1773440422.1,0.458,-0.534,0.755,-0.171,0.297,-0.363,0,100
1773440423.2,0.457,-0.525,0.759,-0.17,0.302,-0.354,0,100
1773440424.3,0.448,-0.491,0.766,-0.174,0.318,-0.317,0,100
1773440425.3,0.444,-0.593,0.768,-0.197,0.324,-0.396,0,100
1773440426.3,0.451,-0.629,0.765,-0.177,0.314,-0.452,0,100
1773440427.3,0.454,-0.636,0.767,-0.185,0.314,-0.451,0,100
1773440428.3,0.448,-0.464,0.755,-0.147,0.307,-0.317,0,100
1773440429.3,0.445,-0.452,0.747,-0.148,0.301,-0.304,0,100
1773440430.3,0.446,-0.407,0.744,-0.14,0.298,-0.267,0,100
1773440431.4,0.448,-0.379,0.745,-0.124,0.297,-0.255,0,100
1773440432.4,0.45,-0.422,0.75,-0.154,0.3,-0.268,0,100
1773440433.4,0.45,-0.368,0.744,-0.127,0.294,-0.241,0,100
1773440434.4,0.451,-0.374,0.745,-0.126,0.294,-0.248,0,100
1773440435.4,0.449,-0.398,0.746,-0.137,0.297,-0.261,0,100
1773440436.4,0.446,-0.406,0.744,-0.139,0.298,-0.267,0,100
1773440437.5,0.452,-0.425,0.745,-0.144,0.293,-0.281,0,100
1773440438.5,0.454,-0.376,0.749,-0.131,0.295,-0.245,0,100
1773440439.5,0.454,-0.36,0.751,-0.124,0.297,-0.236,0,100
1773440440.5,0.486,-0.513,0.735,-0.142,0.249,-0.372,0,100
1773440441.6,0.488,-0.513,0.73,-0.147,0.242,-0.366,0,100
1773440442.6,0.452,-0.397,0.764,-0.167,0.311,-0.23,0,100
1773440443.6,0.45,-0.484,0.758,-0.17,0.307,-0.313,0,100
1773440444.6,0.454,-0.439,0.756,-0.158,0.302,-0.28,0,100
1773440445.6,0.485,-0.492,0.755,-0.157,0.27,-0.334,0,100
1773440446.6,0.495,-0.515,0.754,-0.154,0.258,-0.361,0,100
1773440447.7,0.482,-0.633,0.754,-0.177,0.272,-0.456,0,100
1773440448.7,0.477,-0.628,0.758,-0.2,0.281,-0.428,0,100
1773440449.7,0.466,-0.677,0.758,-0.211,0.292,-0.465,0,100
1773440450.7,0.468,-0.565,0.755,-0.178,0.287,-0.387,0,100
1773440451.8,0.466,-0.653,0.757,-0.201,0.291,-0.452,0,100
1773440453.0,0.46,-0.647,0.755,-0.219,0.295,-0.428,0,100
1773440454.0,0.453,-0.638,0.753,-0.199,0.3,-0.439,0,100
1773440455.0,0.455,-0.657,0.756,-0.208,0.301,-0.449,0,100
1773440456.0,0.467,-0.582,0.757,-0.191,0.29,-0.392,0,100
1773440457.0,0.472,-0.527,0.749,-0.157,0.277,-0.37,0,100
1773440458.0,0.473,-0.576,0.748,-0.166,0.275,-0.41,0,100
1773440459.1,0.477,-0.523,0.749,-0.142,0.272,-0.381,0,100
1773440460.1,0.476,-0.561,0.745,-0.149,0.269,-0.412,0,100
1773440461.2,0.476,-0.524,0.744,-0.143,0.269,-0.381,0,100
1773440462.2,0.473,-0.456,0.744,-0.133,0.271,-0.323,0,100
1773440463.2,0.472,-0.451,0.744,-0.139,0.272,-0.311,0,100
1773440464.2,0.47,-0.48,0.743,-0.143,0.273,-0.337,0,100
1773440465.2,0.468,-0.49,0.744,-0.149,0.276,-0.341,0,100
1773440466.3,0.468,-0.476,0.744,-0.135,0.277,-0.34,0,100
1773440467.3,0.466,-0.443,0.745,-0.125,0.279,-0.317,0,100
1773440468.3,0.468,-0.518,0.743,-0.142,0.275,-0.376,0,100
1773440469.3,0.471,-0.438,0.745,-0.145,0.275,-0.294,0,100
1773440470.5,0.471,-0.488,0.747,-0.15,0.277,-0.338,0,100
1773440471.5,0.472,-0.477,0.748,-0.145,0.276,-0.332,0,100
1773440472.6,0.469,-0.549,0.755,-0.177,0.286,-0.371,0,100
1773440473.6,0.387,-0.69,0.679,-0.416,0.292,-0.274,0,100
1773440474.6,0.344,-0.646,0.69,-0.365,0.347,-0.281,0,100
1773440475.6,0.386,-0.856,0.721,-0.448,0.336,-0.408,0,100
1773440476.6,0.377,-0.983,0.72,-0.466,0.343,-0.516,0,100
1773440477.7,0.376,-1.113,0.725,-0.523,0.349,-0.59,0,100
1773440478.9,0.377,-0.767,0.722,-0.423,0.346,-0.344,0,100
1773440479.9,0.368,-1.23,0.721,-0.555,0.353,-0.676,0,100
1773440481.0,0.37,-0.959,0.721,-0.473,0.351,-0.486,0,100
1773440482.0,0.385,-0.819,0.718,-0.465,0.332,-0.354,0,100
1773440483.0,0.4,-0.574,0.677,-0.263,0.277,-0.311,0,100
1773440484.1,0.351,-0.561,0.689,-0.254,0.338,-0.306,0,100
1773440485.1,0.4,-0.641,0.687,-0.338,0.287,-0.303,0,100
1773440486.1,0.399,-0.631,0.675,-0.376,0.276,-0.255,0,100
1773440487.2,0.4,-0.676,0.682,-0.358,0.282,-0.318,0,100
1773440488.2,0.388,-0.702,0.697,-0.343,0.309,-0.359,0,100
1773440489.2,0.401,-0.687,0.692,-0.315,0.292,-0.372,0,100
1773440490.2,0.402,-0.748,0.691,-0.448,0.288,-0.3,0,100
1773440491.3,0.374,-0.821,0.691,-0.39,0.316,-0.432,0,100
1773440492.3,0.417,-0.797,0.693,-0.424,0.276,-0.372,0,100
1773440493.4,0.416,-0.811,0.69,-0.461,0.274,-0.349,0,100
1773440494.4,0.399,-0.814,0.692,-0.422,0.292,-0.392,0,100
1773440495.4,0.404,-0.732,0.69,-0.414,0.286,-0.318,0,100
1773440496.4,0.388,-0.81,0.694,-0.407,0.306,-0.404,0,100
1773440497.9,0.402,-0.768,0.697,-0.475,0.295,-0.292,0,100
1773440499.0,0.389,-0.744,0.697,-0.406,0.308,-0.338,0,100
1773440500.0,0.369,-0.575,0.678,-0.286,0.309,-0.288,0,100
1773440501.0,0.392,-0.664,0.676,-0.38,0.284,-0.284,0,100
1773440502.0,0.373,-0.734,0.676,-0.369,0.303,-0.365,0,100
1773440503.0,0.387,-0.637,0.686,-0.329,0.299,-0.309,0,100
1773440504.0,0.416,-0.622,0.647,-0.138,0.231,-0.484,0,100
1773440505.0,0.467,-0.766,0.65,-0.192,0.183,-0.574,0,100
1773440506.0,0.418,-0.764,0.641,-0.241,0.223,-0.523,0,100
1773440507.1,0.398,-0.945,0.641,-0.186,0.243,-0.76,0,100
1773440508.1,0.415,-0.471,0.681,-0.226,0.266,-0.244,0,100
1773440509.1,0.412,-0.443,0.674,-0.207,0.262,-0.235,0,100
1773440510.2,0.416,-0.443,0.675,-0.212,0.259,-0.23,0,100
1773440511.2,0.417,-0.472,0.678,-0.228,0.262,-0.244,0,100
1773440512.2,0.411,-0.428,0.678,-0.194,0.267,-0.234,0,100
1773440513.2,0.41,-0.437,0.678,-0.207,0.268,-0.231,0,100
1773440514.2,0.4,-0.43,0.678,-0.206,0.278,-0.223,0,100
1773440515.2,0.398,-0.44,0.681,-0.203,0.283,-0.237,0,100
1773440516.5,0.401,-0.408,0.681,-0.191,0.28,-0.217,0,100
1773440517.5,0.417,-0.441,0.677,-0.219,0.26,-0.222,0,100
1773440518.5,0.416,-0.411,0.675,-0.193,0.259,-0.218,0,100
1773440519.6,0.423,-0.437,0.674,-0.211,0.251,-0.226,0,100
1773440520.6,0.42,-0.446,0.673,-0.203,0.254,-0.243,0,100
1773440521.6,0.416,-0.453,0.676,-0.197,0.26,-0.255,0,100
1773440522.9,0.418,-0.466,0.675,-0.209,0.258,-0.258,0,100
1773440524.0,0.418,-0.474,0.68,-0.222,0.262,-0.252,0,100
1773440525.0,0.423,-0.358,0.661,-0.166,0.238,-0.192,0,100
1773440526.0,0.4,-0.474,0.681,-0.216,0.281,-0.257,0,100
1773440527.0,0.395,-0.473,0.684,-0.219,0.288,-0.254,0,100
1773440528.0,0.403,-0.42,0.684,-0.201,0.281,-0.219,0,100
1773440529.1,0.43,-0.424,0.677,-0.22,0.247,-0.204,0,100
1773440530.1,0.4,-0.451,0.678,-0.206,0.278,-0.245,0,100
1773440531.2,0.4,-0.486,0.688,-0.218,0.288,-0.268,0,100
1773440532.4,0.402,-0.373,0.683,-0.176,0.281,-0.196,0,100
1773440533.5,0.417,-0.425,0.675,-0.21,0.257,-0.215,0,100
1773440534.5,0.399,-0.409,0.68,-0.143,0.281,-0.265,0,100
1773440535.5,0.402,-0.505,0.693,-0.154,0.29,-0.351,0,100
1773440551.1,0.371,-0.493,0.701,-0.205,0.33,-0.288,0,100
1773440552.1,0.368,-0.6,0.71,-0.222,0.342,-0.378,0,100
1773440553.1,0.384,-0.993,0.707,-0.239,0.323,-0.754,0,100
1773440554.1,0.39,-0.992,0.708,-0.236,0.318,-0.755,0,100
1773440555.8,0.399,-0.965,0.708,-0.231,0.308,-0.734,0,100
1773440556.8,0.4,-0.816,0.696,-0.229,0.296,-0.588,0,100
1773440557.9,0.395,-0.724,0.69,-0.218,0.295,-0.506,0,100
1773440558.9,0.385,-0.773,0.69,-0.117,0.306,-0.656,0,100
1773440559.9,0.403,-0.602,0.696,-0.173,0.293,-0.429,0,100
1773440561.3,0.409,-0.645,0.703,-0.201,0.294,-0.444,0,100
1773440562.4,0.406,-0.688,0.701,-0.218,0.295,-0.47,0,100
1773440563.4,0.402,-0.658,0.703,-0.202,0.3,-0.456,0,100
1773440564.4,0.387,-0.54,0.709,-0.231,0.322,-0.308,0,100
1773440565.8,0.39,-0.74,0.715,-0.274,0.325,-0.466,0,100
1773440566.8,0.395,-0.667,0.716,-0.22,0.321,-0.447,0,100
1773440568.1,0.397,-0.685,0.716,-0.225,0.319,-0.46,0,100
1773440569.1,0.398,-0.79,0.718,-0.264,0.32,-0.526,0,100
1773440570.1,0.398,-0.753,0.72,-0.254,0.322,-0.499,0,100
1773440571.2,0.399,-0.641,0.713,-0.209,0.313,-0.432,0,100
1773440572.2,0.394,-0.582,0.701,-0.189,0.307,-0.393,0,100
1773440573.2,0.417,-0.488,0.71,-0.141,0.293,-0.346,0,100
1773440574.2,0.417,-0.62,0.707,-0.212,0.29,-0.408,0,100
1773440575.2,0.418,-0.597,0.707,-0.203,0.29,-0.394,0,100
1773440576.2,0.396,-0.726,0.708,-0.201,0.312,-0.524,0,100
1773440577.2,0.406,-0.785,0.709,-0.212,0.303,-0.573,0,100
1773440578.2,0.413,-0.862,0.708,-0.23,0.295,-0.632,0,100
1773440579.2,0.414,-0.851,0.707,-0.222,0.293,-0.629,0,100
1773440580.3,0.41,-0.689,0.707,-0.174,0.297,-0.515,0,100
1773440581.3,0.416,-0.722,0.705,-0.179,0.289,-0.543,0,100
1773440582.3,0.411,-0.772,0.701,-0.201,0.29,-0.571,0,100
1773440583.5,0.414,-0.78,0.707,-0.244,0.293,-0.536,0,100
1773440584.5,0.42,-0.765,0.706,-0.212,0.286,-0.553,0,100
1773440585.6,0.404,-0.713,0.703,-0.172,0.299,-0.54,0,100
1773440586.6,0.41,-0.394,0.713,-0.135,0.303,-0.259,0,100
1773440587.7,0.396,-0.345,0.711,-0.104,0.315,-0.241,0,100
1773440588.7,0.401,-0.42,0.715,-0.152,0.313,-0.268,0,100
1773440589.7,0.393,-0.483,0.719,-0.187,0.325,-0.297,0,100
1773440590.8,0.39,-0.624,0.719,-0.219,0.33,-0.405,0,100
1773440591.8,0.389,-0.451,0.716,-0.169,0.327,-0.282,0,100
1773440592.8,0.391,-0.483,0.718,-0.154,0.327,-0.329,0,100
1773440593.8,0.404,-0.49,0.725,-0.16,0.321,-0.33,0,100
1773440594.9,0.405,-0.558,0.726,-0.172,0.321,-0.386,0,100
1773440595.9,0.447,-0.753,0.711,-0.158,0.264,-0.595,0,100
1773440596.9,0.446,-0.778,0.7,-0.173,0.254,-0.605,0,100
1773440597.9,0.435,-0.612,0.692,-0.117,0.257,-0.495,0,100
1773440598.9,0.43,-0.595,0.688,-0.09,0.258,-0.505,0,100
1773440600.0,0.458,-0.735,0.699,-0.132,0.241,-0.603,0,100
1773440601.0,0.472,-0.855,0.705,-0.165,0.232,-0.689,0,100
1773440602.0,0.476,-0.75,0.701,-0.153,0.225,-0.597,0,100
1773440603.1,0.478,-0.8,0.701,-0.169,0.223,-0.63,0,100
1773440604.1,0.479,-0.75,0.7,-0.136,0.221,-0.613,0,100
1773440605.1,0.479,-0.726,0.702,-0.152,0.223,-0.574,0,100
1773440606.1,0.48,-0.722,0.702,-0.141,0.222,-0.581,0,100
1773440607.2,0.474,-0.744,0.702,-0.154,0.228,-0.59,0,100
1773440608.2,0.468,-0.711,0.703,-0.12,0.234,-0.59,0,100
1773440609.2,0.466,-0.726,0.703,-0.107,0.237,-0.619,0,100
1773440610.2,0.465,-0.738,0.704,-0.112,0.238,-0.626,0,100
1773440611.3,0.466,-0.784,0.704,-0.138,0.238,-0.646,0,100
1773440612.3,0.471,-0.762,0.702,-0.17,0.232,-0.593,0,100
1773440613.3,0.478,-0.657,0.696,-0.157,0.218,-0.5,0,100
1773440614.3,0.456,-0.717,0.687,-0.216,0.231,-0.501,0,100
1773440615.3,0.451,-0.629,0.7,-0.132,0.249,-0.497,0,100
1773440616.3,0.453,-0.565,0.699,-0.139,0.246,-0.425,0,100
1773440617.6,0.421,-0.754,0.718,-0.265,0.297,-0.489,0,100
1773440618.6,0.436,-0.677,0.712,-0.209,0.276,-0.468,0,100
1773440619.7,0.447,-0.752,0.711,-0.243,0.264,-0.509,0,100
1773440620.7,0.438,-0.736,0.704,-0.197,0.265,-0.539,0,100
1773440621.7,0.433,-0.651,0.712,-0.162,0.28,-0.489,0,100
1773440622.7,0.433,-0.829,0.712,-0.251,0.279,-0.578,0,100
1773440623.7,0.438,-0.802,0.706,-0.225,0.269,-0.578,0,100
1773440624.7,0.415,-0.89,0.674,-0.29,0.259,-0.6,0,100
1773440625.7,0.439,-0.65,0.649,-0.089,0.21,-0.561,0,100
1773440626.8,0.432,-0.705,0.664,-0.135,0.232,-0.57,0,100
1773440627.8,0.428,-0.739,0.656,-0.148,0.229,-0.591,0,100
1773440628.8,0.429,-0.806,0.653,-0.232,0.223,-0.574,0,100
1773440629.8,0.42,-0.711,0.679,-0.144,0.259,-0.567,0,100
1773440630.8,0.436,-0.596,0.666,-0.063,0.23,-0.533,0,100
1773440631.8,0.43,-0.735,0.656,-0.107,0.226,-0.629,0,100
1773440633.0,0.434,-0.619,0.659,-0.082,0.225,-0.537,0,100
1773440634.0,0.451,-0.663,0.659,-0.093,0.208,-0.57,0,100
1773440635.0,0.447,-0.652,0.66,-0.096,0.212,-0.555,0,100
1773440636.0,0.429,-0.656,0.662,-0.089,0.233,-0.568,0,100
1773440637.0,0.446,-0.636,0.663,-0.093,0.217,-0.543,0,100
1773440638.0,0.443,-0.725,0.661,-0.147,0.218,-0.578,0,100
1773440639.0,0.455,-0.723,0.66,-0.14,0.205,-0.583,0,100
1773440640.1,0.449,-0.758,0.66,-0.147,0.211,-0.61,0,100
1773440641.1,0.446,-0.709,0.66,-0.134,0.214,-0.575,0,100
1773440642.1,0.432,-0.688,0.66,-0.111,0.228,-0.577,0,100
1773440643.1,0.435,-0.771,0.662,-0.165,0.227,-0.606,0,100
1773440644.1,0.395,-0.565,0.724,-0.186,0.329,-0.379,0,100
1773440645.1,0.402,-0.655,0.727,-0.203,0.325,-0.453,0,100
1773440646.2,0.399,-0.568,0.731,-0.204,0.333,-0.365,0,100
1773440647.2,0.408,-0.725,0.73,-0.209,0.322,-0.517,0,100
1773440648.2,0.411,-0.689,0.729,-0.197,0.319,-0.493,0,100
1773440649.3,0.413,-0.662,0.73,-0.188,0.317,-0.473,0,100
1773440650.3,0.414,-0.612,0.731,-0.171,0.317,-0.441,0,100
1773440651.3,0.417,-0.603,0.731,-0.165,0.314,-0.438,0,100
1773440652.3,0.416,-0.657,0.73,-0.183,0.314,-0.474,0,100
1773440653.4,0.415,-0.626,0.731,-0.18,0.316,-0.446,0,100
1773440654.4,0.415,-0.682,0.731,-0.189,0.316,-0.493,0,100
1773440655.4,0.413,-0.656,0.729,-0.186,0.316,-0.47,0,100
1773440656.4,0.412,-0.671,0.731,-0.179,0.319,-0.492,0,100
1773440657.5,0.411,-0.688,0.732,-0.2,0.32,-0.489,0,100
1773440658.5,0.41,-0.656,0.731,-0.193,0.321,-0.463,0,100
1773440659.5,0.409,-0.675,0.731,-0.198,0.322,-0.477,0,100
1773440660.5,0.408,-0.7,0.731,-0.197,0.323,-0.504,0,100
1773440661.5,0.404,-0.482,0.731,-0.184,0.327,-0.298,0,100
1773440663.1,0.407,-0.521,0.731,-0.181,0.324,-0.34,0,100
1773440664.1,0.412,-0.525,0.731,-0.179,0.319,-0.346,0,100
1773440665.1,0.413,-0.51,0.733,-0.161,0.32,-0.349,0,100
1773440666.1,0.404,-0.631,0.735,-0.209,0.331,-0.423,0,100
1773440667.1,0.402,-0.5,0.736,-0.171,0.335,-0.329,0,100
1773440668.1,0.406,-0.535,0.736,-0.174,0.329,-0.361,0,100
1773440669.1,0.412,-0.634,0.74,-0.209,0.328,-0.425,0,100
1773440670.2,0.411,-0.674,0.741,-0.213,0.33,-0.46,0,100
1773440671.2,0.411,-0.639,0.74,-0.196,0.33,-0.443,0,100
1773440672.3,0.411,-0.67,0.74,-0.195,0.329,-0.475,0,100
1773440673.3,0.41,-0.66,0.74,-0.215,0.331,-0.444,0,100
1773440674.3,0.41,-0.655,0.741,-0.202,0.331,-0.453,0,100
1773440675.3,0.411,-0.67,0.741,-0.208,0.33,-0.462,0,100
1773440676.4,0.411,-0.661,0.739,-0.204,0.328,-0.456,0,100
1773440677.4,0.411,-0.637,0.739,-0.196,0.328,-0.441,0,100
1773440678.4,0.411,-0.591,0.738,-0.18,0.327,-0.41,0,100
1773440679.5,0.414,-0.591,0.738,-0.187,0.324,-0.404,0,100
1773440680.5,0.414,-0.652,0.738,-0.202,0.324,-0.451,0,100
1773440681.5,0.416,-0.635,0.738,-0.202,0.323,-0.433,0,100
1773440682.5,0.413,-0.667,0.737,-0.208,0.324,-0.46,0,100
1773440683.7,0.412,-0.74,0.738,-0.23,0.326,-0.51,0,100
1773440684.8,0.4,-0.494,0.731,-0.161,0.331,-0.333,0,100
1773440685.8,0.39,-0.565,0.735,-0.187,0.344,-0.378,0,100
1773440686.9,0.402,-0.481,0.74,-0.155,0.337,-0.326,0,100
1773440687.9,0.433,-0.481,0.736,-0.143,0.303,-0.338,0,100
1773440688.9,0.437,-0.475,0.736,-0.144,0.299,-0.331,0,100
1773440690.0,0.436,-0.442,0.738,-0.139,0.301,-0.304,0,100
1773440691.0,0.435,-0.489,0.737,-0.142,0.302,-0.348,0,100
1773440692.0,0.435,-0.479,0.737,-0.156,0.302,-0.323,0,100
1773440693.0,0.443,-0.372,0.737,-0.11,0.294,-0.262,0,100
1773440694.0,0.435,-0.501,0.735,-0.121,0.3,-0.38,0,100
1773440695.0,0.456,-0.638,0.743,-0.157,0.288,-0.48,0,100
1773440696.0,0.454,-0.675,0.746,-0.156,0.291,-0.519,0,100
1773440697.1,0.449,-0.649,0.747,-0.143,0.298,-0.506,0,100
1773440698.1,0.45,-0.584,0.748,-0.124,0.298,-0.46,0,100
1773440699.1,0.432,-0.524,0.742,-0.148,0.31,-0.376,0,100
1773440700.1,0.442,-0.693,0.744,-0.176,0.302,-0.517,0,100
1773440701.1,0.444,-0.599,0.743,-0.158,0.299,-0.441,0,100
1773440702.1,0.445,-0.642,0.742,-0.146,0.298,-0.496,0,100
1773440703.2,0.444,-0.707,0.742,-0.172,0.298,-0.535,0,100
1773440704.2,0.429,-0.516,0.742,-0.146,0.314,-0.37,0,100
1773440738.4,0.337,-0.602,0.666,-0.175,0.329,-0.426,0,100
1773440739.4,0.335,-0.525,0.643,-0.089,0.308,-0.436,0,98
1773440740.4,0.389,-0.439,0.617,-0.062,0.228,-0.378,2,84
1773440741.4,0.319,-0.431,0.667,-0.205,0.348,-0.227,0,80
1773440742.4,0.326,-0.578,0.67,-0.256,0.344,-0.322,1,98
1773440743.5,0.34,-0.934,0.664,-0.261,0.323,-0.673,1,83
1773440745.0,0.339,-0.827,0.669,-0.271,0.33,-0.556,0,100
1773440746.0,0.34,-0.939,0.669,-0.288,0.33,-0.65,1,98
1773440747.0,0.336,-0.924,0.67,-0.279,0.334,-0.645,1,83
1773440748.1,0.338,-0.783,0.673,-0.277,0.335,-0.505,0,76
1773440749.1,0.333,-1.031,0.661,-0.235,0.327,-0.796,1,74
1773440750.1,0.359,-0.748,0.703,-0.248,0.344,-0.5,0,69
1773440751.1,0.367,-0.818,0.71,-0.254,0.344,-0.565,0,64
1773440752.2,0.361,-0.855,0.708,-0.253,0.348,-0.602,0,68
1773440753.2,0.36,-0.858,0.709,-0.268,0.349,-0.589,0,70
1773440754.2,0.361,-0.812,0.707,-0.255,0.346,-0.557,0,75
1773440755.2,0.363,-0.87,0.709,-0.252,0.346,-0.619,0,80
1773440756.3,0.267,-0.654,0.627,-0.265,0.36,-0.389,0,81
1773440757.3,0.297,-0.825,0.649,-0.271,0.352,-0.553,0,86
1773440758.3,0.302,-0.788,0.607,-0.152,0.305,-0.636,1,78
1773440759.3,0.315,-0.582,0.587,-0.014,0.271,-0.568,4,88
1773440760.3,0.403,-0.304,0.619,0.084,0.216,-0.388,4,98
1773440761.3,0.283,-0.499,0.576,0.01,0.293,-0.509,4,100
1773440762.4,0.323,-0.349,0.531,0.059,0.208,-0.408,4,100
1773440763.4,0.371,-0.09,0.584,0.193,0.213,-0.283,2,99
1773440764.4,0.341,-0.167,0.547,0.093,0.207,-0.26,2,85
1773440765.4,0.321,-0.363,0.509,0.063,0.188,-0.426,4,90
1773440766.4,0.32,-0.533,0.55,-0.042,0.23,-0.491,4,100
1773440767.5,0.352,-0.216,0.594,0.039,0.242,-0.255,4,100
1773440768.5,0.341,-0.329,0.613,-0.052,0.272,-0.277,4,100
1773440769.5,0.351,-0.617,0.601,-0.161,0.25,-0.456,4,98
1773440770.5,0.345,-0.514,0.63,-0.182,0.285,-0.332,4,100
1773440771.5,0.303,-0.785,0.613,-0.175,0.31,-0.61,4,100
1773440772.5,0.305,-0.713,0.592,-0.157,0.287,-0.557,4,100
1773440773.6,0.339,-0.566,0.557,0.007,0.218,-0.573,2,89
1773440774.6,0.355,-1.056,0.557,-0.351,0.202,-0.705,1,74
1773440775.6,0.349,-1.005,0.534,-0.387,0.185,-0.618,4,59
1773440776.7,0.354,-1.063,0.525,-0.403,0.171,-0.66,1,47
1773440777.7,0.344,-0.902,0.528,-0.259,0.184,-0.643,1,43
1773440778.7,0.296,-0.764,0.623,-0.205,0.326,-0.559,0,43
1773440779.7,0.373,-0.577,0.66,-0.207,0.288,-0.37,1,33
1773440780.7,0.375,-0.602,0.663,-0.249,0.289,-0.353,1,18
1773440781.7,0.368,-0.751,0.682,-0.186,0.314,-0.565,0,13
1773440782.8,0.383,-0.893,0.692,-0.221,0.309,-0.672,1,0
1773440783.8,0.305,-0.782,0.624,-0.276,0.319,-0.505,0,0
1773440784.8,0.303,-0.829,0.636,-0.335,0.333,-0.494,0,5
1773440785.8,0.329,-0.559,0.583,-0.098,0.254,-0.461,1,0
1773440786.9,0.32,-0.45,0.564,-0.104,0.245,-0.345,2,0
1773440787.9,0.324,-0.518,0.571,-0.114,0.247,-0.404,1,0
1773440788.9,0.284,-0.794,0.636,-0.32,0.352,-0.474,0,1
1773440789.9,0.299,-0.783,0.605,-0.187,0.306,-0.595,0,0
1773440790.9,0.281,-0.725,0.611,-0.188,0.33,-0.536,0,3
1773440792.0,0.285,-0.818,0.633,-0.276,0.348,-0.541,0,4
1773440793.6,0.292,-0.715,0.611,-0.164,0.319,-0.551,0,100
1773440794.7,0.284,-0.524,0.616,-0.096,0.333,-0.428,0,100
1773440795.7,0.282,-0.541,0.617,-0.151,0.336,-0.39,0,100
1773440796.7,0.294,-0.424,0.602,-0.045,0.308,-0.379,0,100
1773440797.7,0.295,-0.588,0.604,-0.091,0.309,-0.497,0,100
1773440798.8,0.284,-0.744,0.619,-0.176,0.336,-0.568,0,100
1773440799.8,0.317,-0.565,0.58,-0.024,0.263,-0.54,1,94
1773440800.8,0.4,-0.604,0.606,-0.101,0.206,-0.503,2,79
1773440801.8,0.308,-0.55,0.565,-0.104,0.257,-0.446,1,64
1773440802.9,0.288,-0.584,0.563,-0.114,0.275,-0.47,1,48
1773440803.9,0.276,-0.586,0.62,-0.246,0.344,-0.341,0,51
1773440804.9,0.287,-0.711,0.619,-0.206,0.332,-0.505,0,56
1773440805.9,0.286,-0.731,0.62,-0.214,0.334,-0.517,0,61
1773440807.0,0.308,-0.547,0.68,-0.263,0.372,-0.284,0,62
1773440808.0,0.304,-0.653,0.616,-0.128,0.312,-0.525,0,60
1773440809.0,0.297,-0.706,0.65,-0.245,0.353,-0.462,0,64
1773440810.0,0.266,-0.683,0.618,-0.246,0.351,-0.437,0,69
1773440811.1,0.308,-0.493,0.65,-0.21,0.342,-0.283,0,74
1773440812.1,0.33,-0.46,0.67,-0.194,0.339,-0.266,0,79
1773440813.1,0.335,-0.435,0.672,-0.185,0.337,-0.251,0,84
1773440814.1,0.339,-0.486,0.67,-0.229,0.331,-0.257,0,89
1773440815.1,0.348,-0.558,0.677,-0.197,0.328,-0.361,0,95
1773440816.1,0.35,-0.57,0.677,-0.232,0.327,-0.338,0,100
1773440817.2,0.351,-0.571,0.679,-0.229,0.328,-0.342,0,100
1773440818.2,0.351,-0.605,0.68,-0.229,0.329,-0.376,0,100
1773440819.3,0.351,-0.645,0.679,-0.238,0.328,-0.407,0,100
1773440820.3,0.352,-0.627,0.68,-0.229,0.328,-0.398,0,100
1773440821.3,0.349,-0.665,0.678,-0.236,0.328,-0.429,0,100
1773440822.3,0.348,-0.869,0.66,-0.164,0.311,-0.705,1,96
1773440823.3,0.357,-0.49,0.68,-0.183,0.323,-0.306,0,95
1773440824.5,0.357,-0.476,0.68,-0.189,0.323,-0.287,0,100
1773440825.6,0.373,-0.467,0.685,-0.198,0.311,-0.269,0,100
1773440826.6,0.37,-0.433,0.688,-0.175,0.318,-0.259,0,100
1773440827.6,0.369,-0.423,0.686,-0.175,0.317,-0.248,0,100
1773440828.6,0.362,-0.477,0.686,-0.19,0.324,-0.287,0,100
1773440829.6,0.377,-0.433,0.683,-0.169,0.305,-0.264,0,100
1773440830.6,0.377,-0.541,0.676,-0.192,0.298,-0.349,1,87
1773440831.6,0.375,-0.463,0.672,-0.158,0.297,-0.305,1,71
1773440832.7,0.383,-0.568,0.673,-0.185,0.29,-0.383,1,56
